id,Tale,Title,Author,Date,Format,Language,FirstPublicationLocation,Notes
672,The Princess and the Pea,molestie nibh in lectus,Concettina Klampk,1956,Novel,English,Germany,vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes
673,Hans in Luck,lobortis convallis tortor risus dapibus,Carver Semiraz,1994,Novel,English,France,consequat dui nec nisi volutpat eleifend donec ut dolor morbi
674,Henny Penny,suspendisse potenti in eleifend quam,Heida Sibly,2007,Novel,English,UK,
675,Puss in Boots,tortor duis mattis,Bran Longstaffe,2002,Novel,English,Germany,montes nascetur ridiculus mus vivamus vestibulum
676,The Princess and the Pea,in imperdiet et commodo vulputate,Mirna Merriton,2009,Novel,English,France,non quam nec dui luctus rutrum nulla tellus in sagittis
677,The Princess and the Pea,aliquam convallis nunc proin at turpis,Loni Gennings,2001,Novel,English,UK,
678,Sleeping Beauty,quis turpis sed ante vivamus tortor,Sari Petegrew,1994,Short story,English,UK,semper interdum mauris ullamcorper purus sit amet nulla
679,Henny Penny,nulla ultrices aliquet maecenas,Kaitlyn Cloute,2012,Novel,English,UK,eu est congue elementum in hac habitasse platea
680,The Little Red Hen,mauris laoreet ut rhoncus,Ron Redmore,1992,Short story,English,USA,sapien arcu sed augue aliquam
681,Hansel and Gretel,praesent id massa id nisl venenatis,Hasheem Mottini,2007,Short story,English,Germany,a suscipit nulla elit
682,Puss in Boots,amet consectetuer adipiscing elit,Garrot Kirrage,2010,Short story,English,UK,platea dictumst morbi vestibulum velit id pretium
683,Hansel and Gretel,erat fermentum justo,Isacco Benediktovich,1998,Novel,English,UK,neque aenean auctor gravida sem praesent id
684,The Fisherman and his Wife,in sapien,Lettie Cockling,1995,Novel,English,France,orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras
685,Snow White,nec euismod scelerisque quam,Beverie Dozdill,1996,Novel,English,UK,maecenas ut massa quis augue luctus tincidunt nulla mollis molestie
686,Henny Penny,sit amet turpis elementum,Anatollo Studdard,1995,Novel,English,France,lacinia eget tincidunt eget tempus vel
687,Chicken Little,integer tincidunt ante,Anette Wahncke,2004,Short story,English,USA,
688,The Teeny Tiny Woman,diam in,Perle Ewings,1988,Novel,English,Germany,
689,The Princess and the Pea,nisi volutpat eleifend donec,Anjela Artindale,1993,Novel,English,UK,nunc viverra dapibus nulla suscipit ligula in lacus curabitur at
690,Cinderella,tortor duis mattis egestas,Nadeen Tryme,1997,Short story,English,UK,vestibulum proin eu mi
691,Belling the Cat,tristique est et tempus,Coreen Marguerite,2004,Novel,English,UK,
692,Chicken Little,lectus in est risus auctor,Zacherie Swapp,1996,Novel,English,France,massa id nisl venenatis lacinia aenean sit amet justo morbi
693,Trickster Tales,volutpat eleifend donec ut dolor morbi,Anne Jagson,1999,Short story,English,USA,consequat in consequat
694,The Princess and the Pea,risus semper porta volutpat quam,Clovis Plumley,1989,Short story,English,Germany,
695,Seven Swabians,luctus et ultrices posuere,Torrence Nice,2006,Novel,English,UK,mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus
696,The Lion and the Mouse,vel augue,Ado Delia,1999,Short story,English,France,cum sociis natoque penatibus et magnis dis parturient
697,Hansel and Gretel,lectus in est,Delcine Luckwell,2003,Novel,English,Germany,placerat ante nulla justo aliquam quis turpis
698,The Little Red Hen,montes nascetur,Colette Yarranton,2008,Novel,English,UK,nibh quisque id justo sit amet sapien
699,Hansel and Gretel,pulvinar nulla pede,Erminie Bowell,1997,Short story,English,UK,vulputate justo in blandit ultrices enim lorem ipsum dolor
700,The Bremen Town Musicians,in felis donec semper,Cliff Matthieson,1993,Short story,English,UK,
701,The Fox and the Grapes,vel pede morbi porttitor,Bear McPolin,1999,Short story,English,USA,orci vehicula condimentum curabitur in libero ut massa volutpat
702,Seven Swabians,posuere cubilia curae,Quintilla Youell,1993,Short story,English,Germany,phasellus id sapien in sapien iaculis congue vivamus
703,Ghost Stories,interdum venenatis turpis enim,Krishna Moran,2004,Novel,English,UK,tempus vel pede morbi porttitor lorem
704,Snow White,felis ut at dolor,Erhard MacKain,2000,Novel,English,Germany,a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor
705,The Fox and the Grapes,nisl duis bibendum felis sed,Bibbie Persence,2006,Novel,English,France,
706,Brer Rabbit,phasellus id sapien in sapien iaculis,Jamill O'Rafferty,1993,Novel,English,France,massa id
707,Brer Rabbit,sit amet nulla quisque,Griffin Schaumaker,2001,Novel,English,France,in hac habitasse platea dictumst maecenas ut massa
708,Cinderella,consequat varius,Merwyn Mostin,2007,Short story,English,Germany,
709,Aesops Fables,ac leo pellentesque ultrices mattis,Shawnee Colledge,1993,Novel,English,UK,
710,Fractured Fairy Tales,curae nulla dapibus,Koral Trathan,2009,Short story,English,UK,
711,The Teeny Tiny Woman,quisque arcu libero,Karl Teas,2010,Short story,English,France,et commodo vulputate justo in blandit ultrices enim lorem
712,The Fisherman and his Wife,sit amet sapien dignissim vestibulum,Sherye Grundle,2012,Novel,English,UK,odio porttitor id consequat in consequat ut nulla sed accumsan felis ut
713,Goldilocks and the Three Bears,leo odio porttitor id,Christalle Garford,2002,Novel,English,Germany,at velit eu est congue elementum in hac habitasse platea dictumst morbi
714,Puss in Boots,vitae ipsum,Livy Faughey,1998,Novel,English,UK,tortor risus dapibus augue vel accumsan
715,Henny Penny,pulvinar lobortis est phasellus sit,Dwight Haldene,1996,Short story,English,Germany,lobortis ligula sit amet eleifend pede libero quis
716,Trickster Tales,nullam sit,Prudence Gallafant,1995,Novel,English,UK,
717,Seven Swabians,eu interdum eu tincidunt in leo,Clement Maunsell,2013,Novel,English,UK,erat tortor sollicitudin mi sit amet
718,Hansel and Gretel,orci nullam molestie nibh in,Sharl Bridgewood,2004,Short story,English,UK,
719,Rapunzel,luctus ultricies eu nibh quisque id,Lamond Moyler,2009,Novel,English,France,pede venenatis non sodales
720,The Teeny Tiny Woman,tincidunt nulla,Olympe MacCorkell,2003,Short story,English,France,
721,Snow White,quam suspendisse potenti,Karel Iannini,2003,Short story,English,UK,velit donec
722,The Bremen Town Musicians,risus praesent lectus vestibulum quam,Alvis Dangl,2008,Short story,English,UK,tortor risus dapibus augue vel
723,The Ugly Duckling,sit amet eleifend pede libero quis,Gerik Pollen,2004,Short story,English,UK,risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in
724,Tom Thumb,proin eu,Emlyn Dearell,2002,Short story,English,UK,pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue
725,The Fisherman and his Wife,suscipit a,Ali Innott,2001,Short story,English,USA,velit vivamus vel nulla eget eros elementum pellentesque quisque
726,The Fox and the Grapes,massa id nisl,Roda Rudeforth,2006,Novel,English,UK,
727,Brer Rabbit,rhoncus dui vel,Carine Scroggs,1995,Novel,English,Germany,
728,Jack and the Beanstalk,sem sed sagittis nam congue,Alejoa Semiras,1997,Short story,English,UK,
729,The Town Mouse and the Country Mouse,vitae consectetuer eget,Baryram Jone,1998,Short story,English,UK,nulla mollis molestie lorem quisque ut erat
730,Little Red Riding Hood,turpis adipiscing lorem vitae mattis,Ellis Quin,2000,Short story,English,USA,ligula pellentesque ultrices phasellus
731,Hans in Luck,tincidunt eget tempus vel pede,Mia Vawton,1999,Short story,English,Germany,sem sed sagittis nam congue risus semper
732,Little Red Riding Hood,montes nascetur ridiculus mus,Timothea Yourell,1997,Novel,English,UK,in imperdiet et commodo vulputate
733,Belling the Cat,varius integer ac,Heddi Zottoli,2012,Short story,English,Germany,lorem integer tincidunt ante vel ipsum praesent
734,Jack and the Beanstalk,id nisl venenatis,Joyann Baldick,2001,Short story,English,France,
735,Brer Rabbit,ligula pellentesque ultrices phasellus,Jereme BURWIN,2011,Novel,English,Germany,tristique est et tempus semper est quam pharetra
736,Snow White,ac leo pellentesque ultrices mattis,Frasco Ahrens,2009,Novel,English,UK,ipsum ac tellus semper
737,Brer Rabbit,felis sed,Ella Noke,2004,Short story,English,UK,primis in faucibus
738,Henny Penny,donec pharetra magna vestibulum aliquet,Claus Prangley,2000,Novel,English,UK,eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque
739,The Fisherman and his Wife,est phasellus sit amet erat,Gradeigh Smeath,1997,Short story,English,USA,
740,Little Red Riding Hood,sapien quis libero,Buck Seamans,2004,Novel,English,UK,mauris lacinia sapien
741,Tom Thumb,leo maecenas pulvinar lobortis,Earle Gimert,2007,Novel,English,USA,amet consectetuer adipiscing
742,The Bremen Town Musicians,magna bibendum imperdiet nullam orci pede,Lorianne Cullrford,2002,Short story,English,UK,sit amet cursus
743,Goldilocks and the Three Bears,magna at nunc commodo,Rudd Huban,2007,Short story,English,UK,vel augue vestibulum
744,Little Red Riding Hood,nullam orci pede,Marget Lapping,2012,Novel,English,UK,ornare consequat lectus in est risus
745,Little Red Riding Hood,quis turpis sed ante vivamus tortor,Amil Bartolijn,2006,Short story,English,USA,commodo vulputate justo in blandit
746,Brer Rabbit,odio cras,Jacquelyn Thorns,1995,Novel,English,UK,velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum
747,Little Red Riding Hood,metus aenean fermentum donec,Dimitry Doak,1991,Novel,English,Germany,sapien in sapien iaculis congue vivamus
748,Rapunzel,neque aenean auctor gravida sem,Janine Ubank,2007,Short story,English,USA,
749,The Grasshopper and the Ants,orci luctus et ultrices posuere,Cordelia Mulliner,2001,Short story,English,UK,nibh in quis justo maecenas rhoncus aliquam
750,Jack and the Beanstalk,consectetuer adipiscing,Teirtza Bizley,2003,Short story,English,France,
751,The Teeny Tiny Woman,convallis eget eleifend luctus,Benedicto McCafferky,2008,Short story,English,Germany,molestie lorem quisque ut erat curabitur gravida nisi at nibh in
752,Trickster Tales,convallis morbi odio,Violet Bartosiak,2012,Short story,English,France,nibh in quis justo maecenas rhoncus
753,The Little Red Hen,dapibus duis at velit,Bartholomeus Andersson,2003,Short story,English,France,urna ut tellus nulla ut erat id mauris vulputate
754,The Princess and the Pea,quisque porta volutpat,Isahella Maria,1990,Novel,English,Germany,nunc purus phasellus in felis donec semper sapien a libero nam dui
755,The Town Mouse and the Country Mouse,in hac,Ellissa Capenor,1998,Novel,English,UK,nunc purus phasellus in felis donec semper
756,Little Red Riding Hood,in eleifend quam a odio in,Web Michiel,2006,Short story,English,UK,
757,The Bremen Town Musicians,ut erat curabitur,Marj Le Marquis,1992,Short story,English,UK,
758,The Grasshopper and the Ants,sapien iaculis congue vivamus metus arcu,Buddy Franzoli,1998,Novel,English,USA,
759,Chicken Little,luctus nec,Rasia Lintill,2006,Novel,English,France,quis turpis sed ante vivamus tortor duis mattis egestas metus
760,The Bremen Town Musicians,libero rutrum ac lobortis,Rupert Lomb,2009,Short story,English,UK,dis parturient montes nascetur ridiculus
761,The Fox and the Grapes,nisl ut volutpat sapien,Jo ann Punyer,1992,Novel,English,Germany,
762,Trickster Tales,lacus at velit,Paula McColm,2003,Novel,English,France,et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien
763,Ghost Stories,morbi sem mauris laoreet,Carce Hancell,1994,Novel,English,France,mauris non ligula pellentesque ultrices phasellus id sapien in
764,Stone Soup,semper sapien,Wheeler Mogg,1993,Novel,English,UK,pede venenatis non sodales sed tincidunt eu felis fusce posuere
765,Trickster Tales,in faucibus orci luctus,Peyton Franke,2000,Novel,English,UK,porta volutpat erat quisque erat eros viverra eget congue eget
766,Seven Swabians,sed ante vivamus tortor duis mattis,Sampson Slateford,2012,Short story,English,USA,eros suspendisse accumsan
767,The Town Mouse and the Country Mouse,potenti cras in purus,Brose Tales,2007,Short story,English,Germany,tempor convallis nulla neque
768,The Fox and the Grapes,tellus semper interdum mauris ullamcorper purus,Barbette Jacobs,1992,Novel,English,Germany,duis aliquam convallis nunc proin
769,Jack and the Beanstalk,convallis tortor risus dapibus augue vel,Xever Creboe,1992,Novel,English,UK,primis in faucibus
770,The Town Mouse and the Country Mouse,elementum eu interdum eu tincidunt,Dewain Lydford,2001,Novel,English,UK,
771,Belling the Cat,praesent blandit lacinia erat vestibulum,Analiese Vannuchi,1999,Novel,English,Germany,curae duis faucibus accumsan
772,The Grasshopper and the Ants,penatibus et magnis dis parturient montes,Allister Brevetor,2002,Novel,English,Germany,
773,Trickster Tales,sapien varius ut blandit non interdum,Gil Jaulmes,2004,Short story,English,France,consequat ut nulla sed accumsan felis ut at dolor quis odio
774,Little Red Riding Hood,non pretium quis lectus suspendisse,Daron Chew,2002,Novel,English,UK,
775,The Bremen Town Musicians,tortor risus,Kellie Chaperling,1987,Short story,English,France,
776,Little Red Riding Hood,faucibus orci luctus et,Carin Cruickshank,1993,Novel,English,UK,non velit donec diam neque vestibulum eget vulputate ut
777,Belling the Cat,a nibh in quis justo,Lynn Gendricke,1995,Short story,English,Germany,eros vestibulum ac est lacinia nisi venenatis
778,Aesops Fables,ridiculus mus vivamus,Carmon Eschelle,2008,Short story,English,UK,montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum
779,Trickster Tales,magna vestibulum aliquet ultrices erat,Cosmo Anthonsen,2000,Novel,English,Germany,id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat
780,Hansel and Gretel,eget eros elementum pellentesque quisque,Elladine Bernuzzi,2007,Short story,English,Germany,duis faucibus accumsan odio curabitur convallis duis consequat
781,Gingerbread Man,metus arcu adipiscing molestie,Lyell Filipovic,1997,Short story,English,Germany,
782,The Fox and the Grapes,metus sapien,Barnabas Croxford,2003,Short story,English,France,cubilia curae duis faucibus
783,The Teeny Tiny Woman,ante vel ipsum praesent blandit,Sloan Imlacke,2003,Short story,English,Germany,sapien non mi integer ac neque
784,Gingerbread Man,at nibh in hac habitasse,Mordecai Packham,2009,Short story,English,UK,lacus at turpis donec posuere metus vitae
785,The Grasshopper and the Ants,ultrices mattis odio donec vitae,Dosi Everley,1997,Novel,English,Germany,faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor
786,Hans in Luck,lacus morbi,Marysa Orto,2006,Novel,English,UK,aenean sit amet justo morbi ut odio cras mi pede malesuada in
787,Sleeping Beauty,habitasse platea dictumst morbi,Dominica O'Brollachain,1993,Novel,English,UK,
788,The Grasshopper and the Ants,potenti in eleifend quam,Heidi Van der Beek,2005,Short story,English,USA,sociis natoque penatibus et magnis dis
789,The Little Red Hen,at diam nam tristique tortor eu,Tod Coates,2005,Novel,English,UK,
790,The Bremen Town Musicians,viverra pede ac diam,Norri Brandoni,1988,Short story,English,UK,
791,The Lion and the Mouse,amet eros suspendisse accumsan tortor,Barry Redhills,1990,Short story,English,UK,
792,Sleeping Beauty,vestibulum ante ipsum primis in faucibus,Si Harrington,2013,Short story,English,USA,ipsum primis in faucibus orci luctus et ultrices posuere
793,Snow White,sapien a libero nam,Cheryl Maton,2000,Novel,English,France,hac habitasse platea dictumst etiam faucibus
794,The Teeny Tiny Woman,amet cursus id turpis integer aliquet,Dorise Valenti,1998,Novel,English,UK,
795,Ghost Stories,mi nulla ac enim,Wright Steet,2002,Novel,English,UK,donec ut mauris eget massa tempor
796,Goldilocks and the Three Bears,etiam faucibus cursus urna ut,Averil O'Rudden,2006,Short story,English,UK,
797,The Teeny Tiny Woman,dapibus dolor vel est,Fulton Seward,2001,Short story,English,UK,ac tellus semper interdum mauris ullamcorper purus sit amet
798,Ghost Stories,sagittis sapien,Kimberly Puttrell,1984,Novel,English,UK,habitasse platea dictumst
799,The Ugly Duckling,in imperdiet et commodo vulputate,Boris Caghy,1993,Novel,English,France,aliquet at feugiat non pretium quis lectus suspendisse potenti in
800,Snow White,mi integer ac neque duis,Coreen Skirvin,2008,Novel,English,UK,proin eu mi
801,The Little Red Hen,ridiculus mus etiam vel augue vestibulum,Al Brecken,1991,Short story,English,Germany,placerat ante nulla justo aliquam quis turpis eget elit sodales
802,Snow White,ac diam cras pellentesque volutpat dui,Nina Hanssmann,2001,Short story,English,UK,est quam pharetra magna ac
803,The Bremen Town Musicians,et ultrices posuere cubilia,Spence Kirsch,1990,Novel,English,Germany,id nulla ultrices aliquet maecenas leo odio condimentum id
804,Hans in Luck,purus phasellus in felis donec,Selle Balshaw,1993,Novel,English,UK,facilisi cras non velit
805,The Fisherman and his Wife,accumsan felis ut at dolor,Rad Drewe,2009,Novel,English,UK,
806,Chicken Little,nam tristique tortor eu pede,Amye Brydie,1996,Short story,English,Germany,
807,Gingerbread Man,odio in hac habitasse,Nicol MacFall,1987,Short story,English,USA,viverra diam vitae quam
808,The Teeny Tiny Woman,ridiculus mus etiam vel augue,Simonne Buckett,1996,Short story,English,Germany,lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum
809,The Princess and the Pea,auctor sed tristique,Rodrique Keppie,2002,Novel,English,UK,blandit mi in porttitor
810,The Grasshopper and the Ants,cras in purus eu,Neddie Paggitt,1998,Short story,English,France,magna vulputate luctus
811,Snow White,vestibulum sit amet cursus,Teddie Buxcy,1984,Novel,English,USA,
812,The Bremen Town Musicians,justo eu massa donec dapibus duis,Chris Pieracci,2005,Novel,English,USA,
813,Brer Rabbit,rhoncus dui vel,Conney Chasteney,1997,Short story,English,UK,
814,Hansel and Gretel,quam nec dui luctus rutrum,Athena Brenstuhl,2007,Short story,English,Germany,
815,Gingerbread Man,ante ipsum primis in,Emalia Patridge,1984,Short story,English,UK,mauris laoreet ut
816,Chicken Little,aliquet at feugiat non pretium,Roz Hlavac,2009,Novel,English,France,odio odio elementum eu interdum eu tincidunt
817,Goldilocks and the Three Bears,faucibus accumsan odio curabitur,Barby Gerauld,1995,Novel,English,Germany,integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum
818,Rapunzel,sapien placerat ante nulla justo aliquam,Foster Extence,2007,Novel,English,UK,libero rutrum
819,The Teeny Tiny Woman,tincidunt eget tempus vel pede morbi,Luciano Baxill,2011,Novel,English,France,
820,Gingerbread Man,quis orci eget orci vehicula,Dolph Shipman,2012,Novel,English,France,eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi
821,The Bremen Town Musicians,est et tempus semper est,Karalee Antrag,1997,Short story,English,UK,ut massa volutpat convallis morbi odio odio elementum eu interdum
822,Hansel and Gretel,eget eleifend luctus ultricies,Rachele Forsaith,2002,Short story,English,UK,venenatis non sodales sed tincidunt eu
823,Henny Penny,ut massa quis augue,Urbano McCourt,2009,Novel,English,France,condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam
824,Aesops Fables,ipsum dolor sit amet,Karoly Ottey,2004,Short story,English,UK,nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim
825,The Little Red Hen,accumsan tortor quis turpis sed,Kai Cuppitt,1995,Novel,English,UK,
826,Gingerbread Man,dapibus nulla suscipit,Giorgia Forlonge,2002,Novel,English,UK,odio consequat varius
827,Chicken Little,et ultrices posuere,Annabell Gane,2004,Short story,English,Germany,nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in
828,The Little Red Hen,amet erat nulla tempus vivamus,Roley Goomes,2004,Novel,English,Germany,nulla ut erat id mauris
829,Brer Rabbit,accumsan odio,Ricardo Papen,1996,Novel,English,USA,turpis elementum ligula vehicula
830,The Lion and the Mouse,semper interdum mauris ullamcorper purus,Coleen Rowney,2009,Short story,English,UK,suscipit nulla elit ac nulla sed
831,The Fox and the Grapes,ultricies eu,Matthiew Frascone,2002,Short story,English,Germany,morbi non quam nec dui luctus
832,Puss in Boots,non velit donec diam,Tommy Phateplace,2004,Novel,English,Germany,augue luctus tincidunt nulla
833,Belling the Cat,turpis a,Johnath Rawlence,1992,Novel,English,USA,
834,Tom Thumb,eu orci mauris,Klement Longthorne,2005,Novel,English,USA,pellentesque eget nunc donec quis orci
835,Chicken Little,aliquet pulvinar sed nisl nunc,Aarika Carous,1999,Short story,English,Germany,rhoncus aliquet
836,Goldilocks and the Three Bears,in quam fringilla rhoncus mauris enim,Cori Nowland,2001,Short story,English,France,
837,Tom Thumb,mauris enim leo rhoncus sed,Joyann Rubee,1997,Novel,English,UK,nulla tempus vivamus in felis
838,Trickster Tales,amet nunc,Darda Urion,2005,Novel,English,USA,dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis
839,The Teeny Tiny Woman,aenean lectus pellentesque eget,Ignazio Lippiett,1997,Short story,English,USA,
840,The Ugly Duckling,scelerisque quam,Jennine Van Der Weedenburg,1993,Novel,English,France,volutpat quam pede lobortis
841,Aesops Fables,varius integer ac,Granny Jorgensen,1986,Short story,English,Germany,
842,Chicken Little,vivamus vel nulla eget eros,Shirline Rainforth,1997,Novel,English,UK,nunc proin at turpis a pede
843,The Little Red Hen,ligula vehicula consequat,Jocelyn Machent,2009,Novel,English,UK,luctus nec molestie sed justo pellentesque viverra pede ac diam cras
844,Belling the Cat,congue vivamus metus arcu adipiscing,Vin Izakson,1997,Short story,English,Germany,primis in faucibus orci
845,The Fisherman and his Wife,ut at dolor,Galen Traske,1996,Novel,English,Spain,elit ac nulla sed vel enim
846,Henny Penny,suscipit a feugiat et eros,Saba Tomblett,1998,Short story,English,Germany,
847,The Bremen Town Musicians,turpis sed ante vivamus tortor,Torie Message,2011,Novel,English,Spain,porta volutpat quam pede lobortis ligula sit amet eleifend pede libero
848,Fractured Fairy Tales,hac habitasse platea,Donni Scholtz,1994,Short story,English,Spain,
849,Goldilocks and the Three Bears,morbi vestibulum velit id,Carol Seymark,1992,Short story,English,Spain,dis parturient montes nascetur ridiculus mus
850,The Little Red Hen,sapien dignissim vestibulum vestibulum ante,Keeley Swann,1998,Short story,English,Spain,orci pede
851,Henny Penny,eros viverra eget congue,Godwin Sambles,2010,Short story,English,Spain,
852,Henny Penny,rhoncus sed vestibulum sit amet cursus,Tracy Libero,1988,Short story,English,France,vivamus metus arcu
853,Hans in Luck,vivamus in felis eu sapien cursus,Electra Keeting,1994,Short story,English,France,in faucibus orci luctus et ultrices posuere
854,Brer Rabbit,orci luctus et,Hersch Burkhill,1992,Short story,English,USA,
855,The Little Red Hen,ridiculus mus,Jaynell Burwell,1995,Short story,English,USA,nisl venenatis lacinia aenean sit amet justo morbi ut odio
856,Trickster Tales,nonummy integer,Northrup Faragher,2004,Short story,English,Germany,justo in hac habitasse platea dictumst etiam faucibus cursus
857,Aesops Fables,vel est donec odio justo sollicitudin,Benson Valentim,2000,Short story,English,UK,rhoncus sed vestibulum sit amet cursus id
858,Puss in Boots,quisque arcu libero rutrum ac,Rutger Lamplough,2006,Short story,English,Germany,ipsum dolor sit amet consectetuer adipiscing
859,The Town Mouse and the Country Mouse,ultrices posuere,Katey Fordham,2012,Novel,English,Spain,eu mi nulla ac enim in tempor turpis nec euismod scelerisque
860,Little Red Riding Hood,ligula in lacus curabitur at ipsum,Donna Chapelhow,1998,Novel,English,France,
861,The Ugly Duckling,erat tortor,Minta Worsnop,2002,Short story,English,UK,volutpat quam pede lobortis ligula sit amet eleifend pede libero quis
862,Seven Swabians,aliquet ultrices erat,Aggie Ariss,1986,Short story,English,France,massa id
863,Chicken Little,in leo maecenas,Joell MacCafferty,1994,Novel,English,Spain,
864,The Bremen Town Musicians,ligula sit amet eleifend,Kile Creigan,2004,Short story,English,UK,eget tincidunt eget
865,Henny Penny,donec posuere metus vitae ipsum aliquam,Orrin Collinson,2009,Short story,English,Spain,imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis
866,Trickster Tales,eget congue eget,Sydney Wybrew,2007,Novel,English,France,tempus vel pede morbi porttitor lorem
867,Sleeping Beauty,ultrices aliquet maecenas leo odio condimentum,Constantine Cottey,1995,Novel,English,USA,vivamus tortor duis
868,Brer Rabbit,sem duis,Clark Baxstar,1989,Short story,English,France,
869,Puss in Boots,in felis eu,Clifford Peert,1994,Short story,English,UK,aliquam augue quam sollicitudin vitae consectetuer
870,Puss in Boots,in magna,Jacky Stormonth,2008,Short story,English,UK,pulvinar sed nisl nunc
871,Sleeping Beauty,mi integer ac,Lyon Yerill,2009,Novel,English,UK,
872,The Princess and the Pea,parturient montes nascetur,Pascal Hoys,2007,Short story,English,USA,feugiat non pretium quis
873,Hansel and Gretel,non mi,Isidore Andrejevic,1996,Short story,English,UK,in faucibus orci
874,Belling the Cat,nulla nisl nunc nisl,Margie Lorenz,2012,Short story,English,Spain,
875,The Lion and the Mouse,amet sapien dignissim vestibulum vestibulum ante,Rupert Ogglebie,2000,Novel,English,France,leo maecenas pulvinar lobortis est phasellus sit amet erat nulla
876,Belling the Cat,id nisl venenatis lacinia aenean,Cinda Tolcher,2001,Short story,English,USA,morbi ut odio cras mi pede malesuada in imperdiet et commodo
877,Rapunzel,tincidunt eget tempus vel pede morbi,Elvis Titherington,2006,Novel,English,France,nec molestie sed justo
878,Henny Penny,cubilia curae donec,Seline Whenman,2012,Novel,English,USA,curae duis faucibus accumsan odio curabitur
879,Aesops Fables,primis in faucibus orci luctus et,Hardy Ionn,2010,Novel,English,Spain,nulla elit ac nulla sed vel enim sit amet nunc viverra
880,The Little Red Hen,sapien varius ut blandit non interdum,Lowe Brauns,1992,Novel,English,France,nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit
881,Snow White,aenean fermentum,Pate Bortolomei,2004,Novel,English,France,risus dapibus augue vel accumsan tellus nisi eu orci mauris
882,Aesops Fables,vehicula consequat morbi,Florencia Philcock,1994,Short story,English,UK,
883,Ghost Stories,in ante,Rosella Dawe,2004,Short story,English,USA,ut erat id mauris vulputate elementum nullam varius nulla
884,Fractured Fairy Tales,sit amet consectetuer adipiscing elit,Deena Ciccetti,1988,Novel,English,UK,sit amet eros suspendisse accumsan tortor quis turpis sed ante
885,Gingerbread Man,tempor convallis nulla neque libero,Gray Dwelley,2008,Short story,English,France,sit amet diam in magna
886,Gingerbread Man,interdum mauris non,Franny Sercombe,2005,Novel,English,France,at lorem integer tincidunt ante vel ipsum praesent
887,Rapunzel,et tempus semper est quam,Chiquia Ardern,1987,Short story,English,Spain,fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis
888,Aesops Fables,blandit ultrices enim lorem ipsum dolor,Northrop Degoy,1999,Short story,English,Germany,enim leo rhoncus sed vestibulum sit amet
889,Cinderella,sed accumsan felis ut at,Tye Dimont,2004,Novel,English,USA,purus sit amet nulla quisque arcu libero rutrum ac
890,The Ugly Duckling,potenti cras in,Tiffanie Cook,1991,Short story,English,France,pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna
891,Cinderella,ipsum dolor,Balduin Burnip,2008,Short story,English,Spain,mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante
892,Aesops Fables,habitasse platea dictumst,Tomas Ponte,2002,Short story,English,Germany,phasellus id sapien in sapien
893,The Fisherman and his Wife,curae donec pharetra magna,Molli Canty,2004,Novel,English,France,
894,Stone Soup,dui nec nisi volutpat eleifend,Llewellyn Callcott,2003,Short story,English,USA,morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam
895,The Town Mouse and the Country Mouse,volutpat in,Glenden Longford,1984,Short story,English,UK,
896,Jack and the Beanstalk,mi sit amet lobortis sapien,Jobi Weekley,1996,Short story,English,Spain,duis faucibus accumsan
897,The Town Mouse and the Country Mouse,volutpat convallis morbi odio,Dianne Egalton,2004,Novel,English,USA,erat vestibulum sed magna at nunc commodo placerat praesent
898,Sleeping Beauty,turpis sed ante vivamus,Alden Crenshaw,2005,Novel,English,Germany,
899,Chicken Little,venenatis lacinia aenean sit amet justo,Rosemaria O'Bradden,2002,Short story,English,Germany,ante vel ipsum praesent blandit lacinia erat vestibulum sed magna
900,Snow White,velit id pretium,Griselda Burke,1993,Short story,English,France,et ultrices posuere cubilia curae duis faucibus
901,Aesops Fables,metus sapien,Scottie Smoth,2010,Novel,English,UK,non sodales sed tincidunt
902,Rapunzel,praesent lectus,Edy Putten,2002,Novel,English,Spain,
